text,sentiment
@united Thanks for the update.,positive
"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",negative
@united #UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?,neutral
@united Understood and thanks! I should have tried reaching out sooner.,positive
"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!",negative
@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,negative
@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior,positive
@united you suck.    9 hour delay?!,negative
@united please see dm!!,neutral
@united 4 people MCI to DEL. Preferably with Jet Airways EWR-BRU-DEL segment. Anytime in December,neutral
@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united,negative
@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!,negative
@united at the gate! IAD to RDU,neutral
@united Hi! what is the phone number for reservations in Venezuela? Thanks,neutral
@United to start daily #B777-200ER flights from #Newark to #Milan #Malpensa replacing #B767-400ER on 7APR instead 28MAR #avgeek,neutral
@United to start daily #B777-200ER flights from #Newark to #Frankfurt @airport_fra replacing #B767-400ER on 2JUL #avgeek,neutral
@united has the best customer experience via twitter - huge fan!!!,positive
@united love the new 1st class breakfast!,positive
@united I DM'd child's birthdate and full name.,neutral
@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!,positive
@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!,positive
@united two years old.  Birthdate 11/13/2012,neutral
@united I already did.,neutral
@united what would it cost,neutral
@united Cool. Thank you.,positive
@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight,positive
"@united good morning, any first class upgrades available for ua1619 Feb 25  rsw to ewr? I need 4 seats please",neutral
"@united No, thanks. I'm sick of your company's lousy excuse for customer service. I'm never flying United again.",negative
@united I'm not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!,negative
@united DM sent as requested. Make sure you follow back so you can DM me back. Thanks,neutral
UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.,negative
@united Was able to send the DM. All good now.,positive
@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother,neutral
@united - Group 2 line gets longer every week. Almost no one left for Groups 3-5 anymore. Time to make Explorer Card Group 3?,neutral
"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?",negative
@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E,positive
@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.,neutral
@united thanks for the upgrade today great way to start my week! Cc: @CiscoJimFrench @cobedien,positive
@united I am impressed with your super-fast reply to @CGJase,positive
"@united hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!",positive
@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,positive
@united  @DENAirport United 787 in snowy Denver. http://t.co/w1AaKJumXA,neutral
@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.,negative
@united can you help me add my KTN to this reservation PLZ?,neutral
@united whats UA 1205 lax - newark ??,neutral
@united In Ethiopia adopting a child.  Need flight home from ADD to GRR Late Flight 2/27 or very early 2/28. (need to change existing reservation),neutral
@united I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled. http://t.co/H3k3oWOhD1,negative
@united I wanna be ride United airline! I love airplane,positive
"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?",negative
@united you're my early frontrunner for best airline! #oscars2016,positive
"@united  bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info.",negative
@united will lose my bag but won't give me free pretzels #frauds,negative
"@united you are trying to charge me 150 bucks because you lowered your award tickets and I want to get my hard earn points back, total BS",negative
@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter,negative
@united customer service is the WORST. hanging up on customers intentionally after one hour on hold.,negative
@united was forced  to book a flight on a different date than originally planned for a higher price $1130 felt like a bait and switch tactic,negative
@united it will be on a different airline.,negative
@united tried to book a flight IAH-MNL departing 3/31/15 returning 4/17/15 you are advertising 9 flights for $1051 that can't be book!,negative
@united I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?,neutral
@united How do I get through @TSA to finally board UA 1534?,neutral
"@united yes I have and I was calling in regards to speaking to someone about it even further, but unfortunately i was just bounced around.",negative
@united UA1731 - Denver to Austin...  Still on the ground...,negative
@united UA1469. Just landed.,neutral
@united flight 435,neutral
@united will do. Thanks for the help. Cheers,positive
@united compensate us for new clothes bet you won't,negative
@united he is so excellent and so reliable :) #happycustomer,positive
@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,neutral
@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,neutral
@united it was delivered! Thank you for making sure it arrived at my doorstep!,positive
@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail,negative
"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",positive
@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.,negative
@united except all of that delayed the flight anyway.,negative
@united Can you tell me Jet Airways award availability?,neutral
@united What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,neutral
@united Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago.,negative
"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!",positive
@united yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM,negative
@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.,positive
@united 3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!,negative
@united Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?,neutral
"@united I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",neutral
@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united,negative
@united I need help with a missing bag.,negative
@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers,negative
@united thank you for following up!,positive
@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.,positive
@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,neutral
@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!,negative
@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,negative
@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,negative
@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN,positive
"@united thanks, it was my first time in a United lounge and felt welcomed.",positive
"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays.",negative
"“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince .",neutral
“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.,negative
